age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,predictions
26,Private,9,Never-married,Tech-support,Other-relative,Black,Male,0,0,40,,<=50K,>50K
45,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
42,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,<=50K
49,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
55,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K,>50K
27,Private,13,Never-married,Tech-support,Other-relative,White,Male,0,0,50,United-States,<=50K,>50K
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K,<=50K
22,Local-gov,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Guatemala,>50K,<=50K
27,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
30,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
28,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
35,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,<=50K
27,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,<=50K
58,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
48,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,89,United-States,<=50K,>50K
32,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K,<=50K
63,Private,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
31,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
59,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,<=50K,>50K
47,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
26,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K,<=50K
30,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K,<=50K
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
51,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,<=50K
31,Private,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
61,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
35,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
31,Private,11,Separated,Tech-support,Unmarried,Black,Female,0,0,32,United-States,<=50K,>50K
46,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
48,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
28,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K,<=50K
27,Private,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K,<=50K
43,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K,<=50K
49,Federal-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
42,Private,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
22,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,>50K,<=50K
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,>50K
45,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,<=50K
35,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
39,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,50,Poland,>50K,<=50K
29,State-gov,12,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,>50K,<=50K
26,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K,>50K
59,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
36,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,<=50K
47,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K,>50K
45,Private,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
28,Self-emp-not-inc,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,>50K
49,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
39,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,<=50K
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,<=50K,>50K
35,Private,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
34,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
23,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K,<=50K
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K,<=50K
31,Self-emp-not-inc,14,Separated,Tech-support,Not-in-family,White,Female,0,0,25,United-States,<=50K,>50K
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K,<=50K
43,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K,<=50K
47,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,<=50K
25,Private,10,Never-married,Tech-support,Unmarried,White,Female,0,0,24,United-States,<=50K,>50K
59,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,<=50K
67,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K,<=50K
42,Self-emp-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,,<=50K,>50K
66,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K,>50K
53,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K,<=50K
26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,>50K,<=50K
48,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
21,Private,11,Never-married,Tech-support,Own-child,White,Female,0,0,30,United-States,<=50K,>50K
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,<=50K,>50K
52,Private,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,>50K,<=50K
30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
62,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
32,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
41,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,>50K,<=50K
49,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,<=50K
56,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
33,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
45,Self-emp-inc,15,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,>50K,<=50K
27,,10,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,>50K,<=50K
32,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,<=50K
52,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
31,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,<=50K
53,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
40,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K,<=50K
22,Private,11,Never-married,Tech-support,Own-child,White,Female,0,0,36,United-States,<=50K,>50K
37,Private,10,Married-civ-spouse,Tech-support,Wife,White,Female,5013,0,40,United-States,<=50K,>50K
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
69,,9,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,>50K,<=50K
24,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England,>50K,<=50K
34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
25,Private,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
29,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
23,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
44,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
51,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
51,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
68,Federal-gov,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,3683,40,United-States,<=50K,>50K
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,<=50K
52,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,<=50K
40,,9,Married-civ-spouse,,Wife,White,Female,0,0,35,United-States,>50K,<=50K
56,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,<=50K
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
43,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
53,Self-emp-not-inc,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,60,United-States,<=50K,>50K
38,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K,<=50K
34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,>50K
34,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,<=50K,>50K
36,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,>50K
43,Private,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50,United-States,<=50K,>50K
38,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K,>50K
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
48,,10,Married-civ-spouse,,Husband,White,Male,0,0,40,,>50K,<=50K
47,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
41,Private,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K,>50K
54,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
33,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,>50K,<=50K
38,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
22,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,60,United-States,<=50K,>50K
59,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
37,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K,<=50K
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,<=50K
55,Private,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,48,United-States,>50K,<=50K
56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,>50K,<=50K
25,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,2001,30,United-States,<=50K,>50K
64,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Columbia,>50K,<=50K
50,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K,<=50K
57,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
49,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,<=50K,>50K
64,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,>50K,<=50K
45,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,>50K
44,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K,>50K
57,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,<=50K
59,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,>50K,<=50K
43,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,<=50K
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
39,Private,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
42,Private,13,Divorced,Prof-specialty,Unmarried,White,Male,0,653,50,United-States,>50K,<=50K
71,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6767,0,20,United-States,<=50K,>50K
28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
35,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
31,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,>50K
31,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,>50K
36,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Private,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,45,United-States,>50K,<=50K
33,Local-gov,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,>50K
35,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K,<=50K
39,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
28,Self-emp-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
61,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
28,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,1980,35,United-States,<=50K,>50K
34,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam,>50K,<=50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,,<=50K,>50K
28,Private,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Germany,>50K,<=50K
52,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
48,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,>50K
34,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,4865,0,60,United-States,<=50K,>50K
53,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
65,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,>50K,<=50K
26,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,<=50K
44,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
30,Private,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
39,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,<=50K
47,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
44,Private,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
34,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
48,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
52,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
60,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,60,United-States,>50K,<=50K
54,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
45,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,<=50K
44,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
28,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
49,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,<=50K
44,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,>50K,<=50K
35,Private,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,Yugoslavia,>50K,<=50K
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
52,Private,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,>50K,<=50K
34,Private,11,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K,>50K
36,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K,<=50K
23,Local-gov,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,56,United-States,<=50K,>50K
21,Self-emp-not-inc,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,25,United-States,<=50K,>50K
38,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K,>50K
23,Local-gov,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,>50K,<=50K
25,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
43,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
27,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
31,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K,>50K
42,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,United-States,>50K,<=50K
51,,9,Married-spouse-absent,,Not-in-family,White,Male,0,0,20,United-States,>50K,<=50K
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,<=50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K,<=50K
46,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K,<=50K
54,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
37,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,<=50K
47,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
54,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
48,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,>50K
59,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,>50K
39,Private,10,Never-married,Prof-specialty,Not-in-family,Black,Male,4787,0,40,United-States,>50K,<=50K
38,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,4508,0,40,United-States,<=50K,>50K
42,Private,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,>50K,<=50K
41,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
54,Private,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,United-States,>50K,<=50K
39,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,>50K,<=50K
44,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
31,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,<=50K
51,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,4787,0,24,United-States,>50K,<=50K
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,>50K
64,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,10566,0,35,United-States,<=50K,>50K
61,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K,>50K
27,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,>50K,<=50K
63,,15,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K,>50K
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
45,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
40,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,>50K
32,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,United-States,<=50K,>50K
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,>50K,<=50K
39,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
44,Local-gov,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,56,United-States,>50K,<=50K
35,Private,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,,>50K,<=50K
54,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
61,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
60,Private,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
42,Local-gov,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,45,United-States,>50K,<=50K
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K,>50K
47,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,<=50K
23,Private,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,<=50K
34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,United-States,<=50K,>50K
55,,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K,>50K
39,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
45,Local-gov,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K,<=50K
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
61,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,<=50K
27,,13,Married-civ-spouse,,Wife,Black,Female,0,0,35,,>50K,<=50K
39,Federal-gov,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
